,payment_type_id,internet_service_type_id,customer_id,contract_type_id,paperless_billing,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,monthly_charges,total_charges,churn,internet_service_type,payment_type
2555,4,1,3654-ARMGP,3,No,Female,0,No,No,61,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,3,No,88.65,5321.25,No,DSL,Credit card (automatic)
2556,4,2,3655-SNQYZ,3,No,Female,0,Yes,Yes,69,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,No,113.25,7895.15,No,Fiber optic,Credit card (automatic)
2557,1,1,3656-TKRVZ,1,No,Female,0,No,No,3,Yes,No,Yes,Yes,No,No,No,No,1,No,55.35,165.2,Yes,DSL,Electronic check
2558,4,2,3657-COGMW,1,No,Female,1,No,No,52,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,No,108.1,5839.3,No,Fiber optic,Credit card (automatic)
2559,1,1,3658-KIBGF,1,Yes,Female,0,No,No,1,Yes,No,Yes,Yes,No,No,No,No,1,Yes,54.9,54.9,Yes,DSL,Electronic check
2560,4,1,3658-QQJYD,2,Yes,Male,0,No,No,62,Yes,No,Yes,Yes,No,No,Yes,Yes,2,Yes,74.3,4698.05,No,DSL,Credit card (automatic)
2561,2,3,3662-FXJFO,3,Yes,Female,0,No,No,54,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,20.5,1035.7,No,None,Mailed check
2562,1,2,3663-MITLP,1,Yes,Female,0,No,No,15,Yes,No,No,Yes,Yes,No,Yes,Yes,1,Yes,101.25,1457.25,Yes,Fiber optic,Electronic check
2563,1,1,3665-JATSN,1,Yes,Female,0,No,No,19,No,No phone service,No,Yes,No,No,No,Yes,1,Yes,39.7,710.05,No,DSL,Electronic check
2564,2,1,3668-QPYBK,1,Yes,Male,0,No,No,2,Yes,No,Yes,Yes,No,No,No,No,1,Yes,53.85,108.15,Yes,DSL,Mailed check
2565,2,1,3669-LVWZB,1,Yes,Male,0,No,No,5,No,No phone service,No,Yes,No,No,Yes,Yes,1,Yes,51.0,305.95,Yes,DSL,Mailed check
2566,4,1,3669-OYSJI,1,No,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,1,No,46.2,46.2,Yes,DSL,Credit card (automatic)
2567,4,2,3669-WHAFY,3,Yes,Female,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,115.15,8078.1,No,Fiber optic,Credit card (automatic)
2568,2,2,3671-SHRSP,1,Yes,Male,0,Yes,No,4,Yes,No,No,No,Yes,Yes,No,No,1,Yes,80.6,319.15,Yes,Fiber optic,Mailed check
2569,1,2,3672-YITQD,1,Yes,Male,1,Yes,No,36,Yes,Yes,No,No,No,No,No,Yes,1,Yes,84.1,3021.6,Yes,Fiber optic,Electronic check
2570,3,3,3675-EQOZA,1,No,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.65,93.55,No,None,Bank transfer (automatic)
2571,2,3,3675-YDUPJ,1,Yes,Male,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,19.85,193.05,No,None,Mailed check
2572,1,1,3677-IYRBF,1,Yes,Female,1,No,No,2,No,No phone service,No,No,Yes,No,No,No,1,Yes,30.4,78.65,Yes,DSL,Electronic check
2573,4,2,3677-TNKIO,1,Yes,Female,0,No,No,14,Yes,No,No,No,No,No,No,No,1,Yes,71.0,914,Yes,Fiber optic,Credit card (automatic)
2574,3,3,3678-MNGZX,3,No,Male,0,Yes,Yes,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,19.95,1377.7,No,None,Bank transfer (automatic)
2575,1,3,3679-XASPY,1,No,Female,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.45,19.45,No,None,Electronic check
2576,4,2,3680-CTHUH,2,Yes,Male,0,No,No,60,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,116.6,7049.5,No,Fiber optic,Credit card (automatic)
2577,2,3,3682-YEUWS,1,Yes,Male,0,Yes,Yes,10,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,24.4,253.9,No,None,Mailed check
2578,3,1,3683-QKIUE,1,Yes,Female,0,No,No,6,Yes,No,No,No,No,Yes,No,No,1,Yes,50.8,288.05,Yes,DSL,Bank transfer (automatic)
2579,1,2,3685-YLCMQ,2,Yes,Male,0,No,No,58,Yes,Yes,No,No,Yes,Yes,Yes,Yes,2,Yes,104.65,6219.6,Yes,Fiber optic,Electronic check
2580,3,1,3688-FTHLT,1,Yes,Female,0,No,No,16,Yes,Yes,No,No,No,No,No,Yes,1,Yes,63.05,1067.05,No,DSL,Bank transfer (automatic)
2581,1,1,3689-MOZGR,1,Yes,Female,0,No,No,29,No,No phone service,No,No,No,Yes,No,No,1,Yes,31.2,926.2,No,DSL,Electronic check
2582,1,2,3692-JHONH,2,Yes,Female,1,Yes,No,52,Yes,Yes,No,Yes,Yes,No,Yes,Yes,2,Yes,106.5,5621.85,No,Fiber optic,Electronic check
2583,4,1,3694-DELSO,1,No,Male,0,Yes,Yes,4,No,No phone service,Yes,No,No,No,Yes,No,1,No,38.55,156.1,No,DSL,Credit card (automatic)
2584,4,3,3694-GLTJM,1,Yes,Female,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,19.65,92.05,No,None,Credit card (automatic)
2585,3,3,3696-DFHHB,3,No,Female,0,No,No,68,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,25.5,1821.8,No,None,Bank transfer (automatic)
2586,4,1,3696-XRIEN,2,Yes,Female,0,No,No,50,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2,Yes,82.5,4179.1,No,DSL,Credit card (automatic)
2587,4,1,3701-SFMUH,1,No,Male,0,Yes,Yes,7,Yes,No,Yes,No,No,No,Yes,Yes,1,No,69.7,516.15,No,DSL,Credit card (automatic)
2588,3,2,3703-KBKZP,1,Yes,Male,1,No,No,16,Yes,Yes,No,No,No,No,No,No,1,Yes,74.45,1261.35,No,Fiber optic,Bank transfer (automatic)
2589,3,1,3703-TTEPD,1,No,Male,0,No,No,21,Yes,No,Yes,No,Yes,No,Yes,No,1,No,65.35,1424.4,No,DSL,Bank transfer (automatic)
2590,4,2,3703-VAVCL,1,No,Male,0,Yes,Yes,2,Yes,No,No,No,Yes,Yes,No,Yes,1,No,90.0,190.05,Yes,Fiber optic,Credit card (automatic)
2591,4,1,3704-IEAXF,3,No,Female,0,Yes,Yes,72,No,No phone service,No,Yes,No,Yes,Yes,Yes,3,No,53.65,3784,No,DSL,Credit card (automatic)
2592,1,3,3705-PSNGL,2,Yes,Male,0,No,No,45,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,20.4,930.45,Yes,None,Electronic check
2593,3,2,3705-RHRFR,3,No,Female,0,Yes,No,69,Yes,Yes,Yes,No,No,No,Yes,Yes,3,No,99.15,6875.35,No,Fiber optic,Bank transfer (automatic)
2594,2,2,3707-GNWHM,1,Yes,Male,0,No,No,1,Yes,Yes,No,No,No,No,No,No,1,Yes,74.25,74.25,Yes,Fiber optic,Mailed check
2595,1,2,3707-LRWZD,2,No,Female,0,No,No,32,Yes,Yes,No,No,No,No,Yes,No,2,No,84.05,2781.85,Yes,Fiber optic,Electronic check
2596,1,2,3709-OIJEA,2,Yes,Male,0,No,No,26,Yes,No,No,Yes,Yes,Yes,No,No,2,Yes,85.2,2184.6,No,Fiber optic,Electronic check
2597,4,3,3712-PKXZA,2,Yes,Male,0,Yes,No,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,20.55,1252,No,None,Credit card (automatic)
2598,4,2,3714-JTVOV,1,Yes,Female,1,Yes,No,42,Yes,No,Yes,No,No,No,No,No,1,Yes,74.15,3229.4,Yes,Fiber optic,Credit card (automatic)
2599,1,2,3714-NTNFO,1,Yes,Female,0,No,No,49,Yes,Yes,No,No,No,No,No,Yes,1,Yes,84.5,3906.7,No,Fiber optic,Electronic check
2600,4,1,3714-XPXBW,1,Yes,Female,0,No,No,37,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1,Yes,78.9,2976.95,No,DSL,Credit card (automatic)
2601,1,2,3716-BDVDB,1,Yes,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,1,Yes,69.1,69.1,Yes,Fiber optic,Electronic check
2602,4,2,3716-LRGXK,3,No,Male,0,Yes,No,60,Yes,Yes,No,No,Yes,No,Yes,Yes,3,No,101.15,6067.4,No,Fiber optic,Credit card (automatic)
2603,1,1,3716-UVSPD,1,Yes,Male,0,No,No,1,Yes,No,No,No,No,Yes,No,No,1,Yes,49.3,49.3,No,DSL,Electronic check
2604,2,3,3717-FDJFU,3,No,Male,0,No,Yes,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,20.45,106.9,No,None,Mailed check
2605,3,2,3717-LNXKW,1,No,Male,0,Yes,No,38,Yes,Yes,Yes,No,No,No,Yes,No,1,No,91.7,3479.05,No,Fiber optic,Bank transfer (automatic)
2606,2,2,3717-OEAUQ,1,No,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,1,No,70.7,129.2,No,Fiber optic,Mailed check
2607,3,3,3717-OFRTN,1,No,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.75,19.75,No,None,Bank transfer (automatic)
2608,2,3,3719-TDVQB,3,Yes,Female,1,Yes,No,54,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,18.95,1031.1,No,None,Mailed check
2609,4,1,3720-DBRWL,3,Yes,Male,0,Yes,No,51,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,83.85,4307.1,No,DSL,Credit card (automatic)
2610,1,2,3721-CNEYS,1,Yes,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,1,Yes,70.95,137.95,Yes,Fiber optic,Electronic check
2611,2,3,3721-CNZHX,2,No,Male,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,19.8,304.6,No,None,Mailed check
2612,2,3,3721-WKIIL,3,Yes,Female,0,No,No,27,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,Yes,19.6,561.15,No,None,Mailed check
2613,1,2,3722-WPXTK,1,Yes,Male,0,No,No,1,Yes,No,No,No,No,No,Yes,Yes,1,Yes,88.35,88.35,Yes,Fiber optic,Electronic check
2614,4,1,3723-BFBGR,1,No,Male,1,No,No,24,Yes,Yes,No,Yes,No,No,No,No,1,No,54.8,1291.3,No,DSL,Credit card (automatic)
2615,2,3,3724-BSCVH,2,No,Male,0,Yes,Yes,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,20.45,242.4,No,None,Mailed check
2616,2,3,3724-UCSHY,1,No,Male,0,Yes,Yes,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.55,122.9,No,None,Mailed check
2617,3,2,3726-TBHQT,3,Yes,Male,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,114.0,8175.9,No,Fiber optic,Bank transfer (automatic)
2618,2,3,3727-JEZTU,1,No,Female,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.4,20.4,No,None,Mailed check
2619,4,3,3727-OVPRY,2,Yes,Male,0,Yes,Yes,66,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,25.7,1714.55,No,None,Credit card (automatic)
2620,2,1,3727-OWVYD,2,No,Male,0,No,No,35,Yes,No,Yes,Yes,Yes,No,No,No,2,No,61.2,2021.2,No,DSL,Mailed check
2621,1,2,3727-RJMEO,1,Yes,Male,0,Yes,No,6,Yes,Yes,No,No,No,No,Yes,No,1,Yes,82.85,460.25,Yes,Fiber optic,Electronic check
2622,1,2,3729-OWRVL,3,Yes,Male,1,No,No,65,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,Yes,110.35,7246.15,No,Fiber optic,Electronic check
2623,3,2,3733-LSYCE,1,No,Female,0,Yes,No,15,Yes,No,No,Yes,No,No,No,No,1,No,75.35,1114.55,No,Fiber optic,Bank transfer (automatic)
2624,3,2,3733-UOCWF,2,Yes,Male,1,Yes,No,61,Yes,Yes,No,Yes,No,Yes,No,No,2,Yes,85.55,5251.75,No,Fiber optic,Bank transfer (automatic)
2625,1,1,3733-ZEECP,1,Yes,Male,0,Yes,Yes,22,Yes,No,No,No,No,Yes,No,No,1,Yes,51.1,1232.9,No,DSL,Electronic check
2626,3,2,3736-BLEPA,2,Yes,Male,0,No,No,28,Yes,No,No,Yes,No,Yes,Yes,No,2,Yes,91.25,2483.65,No,Fiber optic,Bank transfer (automatic)
2627,4,2,3737-GCSPV,1,Yes,Female,0,Yes,No,11,Yes,Yes,Yes,No,No,Yes,Yes,No,1,Yes,96.2,1222.05,Yes,Fiber optic,Credit card (automatic)
2628,3,2,3737-XBQDD,1,Yes,Male,0,No,No,24,Yes,Yes,No,Yes,Yes,No,No,No,1,Yes,84.85,2048.8,No,Fiber optic,Bank transfer (automatic)
2629,2,1,3739-YBWAB,2,No,Male,0,Yes,No,36,No,No phone service,Yes,No,Yes,No,No,No,2,No,35.35,1317.95,No,DSL,Mailed check
2630,3,1,3740-RLMVT,2,Yes,Male,1,Yes,No,67,Yes,No,Yes,Yes,No,Yes,No,No,2,Yes,60.95,4119.4,No,DSL,Bank transfer (automatic)
2631,1,3,3744-ZBHON,1,No,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.2,65.95,No,None,Electronic check
2632,1,2,3744-ZRRDZ,1,Yes,Male,0,No,No,21,Yes,Yes,No,Yes,No,No,No,No,1,Yes,82.35,1852.85,Yes,Fiber optic,Electronic check
2633,3,1,3745-HRPHI,3,No,Male,0,Yes,Yes,66,No,No phone service,No,No,Yes,Yes,Yes,Yes,3,No,54.65,3632,No,DSL,Bank transfer (automatic)
2634,3,2,3746-EUBYR,1,Yes,Male,0,Yes,No,1,Yes,Yes,No,No,No,No,No,No,1,Yes,74.6,74.6,Yes,Fiber optic,Bank transfer (automatic)
2635,1,1,3748-FVMZZ,1,Yes,Male,0,No,No,4,No,No phone service,No,No,No,Yes,No,Yes,1,Yes,40.05,162.45,No,DSL,Electronic check
2636,1,2,3750-CKVKH,1,Yes,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,1,Yes,67.75,116.65,Yes,Fiber optic,Electronic check
2637,2,3,3750-RNQKR,1,No,Female,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.45,246.25,No,None,Mailed check
2638,2,3,3750-YHRYO,2,No,Male,0,Yes,Yes,7,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,20.65,150,No,None,Mailed check
2639,2,1,3751-KTZEL,1,No,Female,0,No,No,1,No,No phone service,No,No,No,No,No,Yes,1,No,35.05,35.05,Yes,DSL,Mailed check
2640,2,3,3752-CQSJI,1,Yes,Female,0,Yes,Yes,13,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,20.45,254.5,No,None,Mailed check
2641,1,2,3753-TSEMP,1,No,Female,0,Yes,No,15,Yes,No,No,No,No,No,Yes,Yes,1,No,88.15,1390.6,Yes,Fiber optic,Electronic check
2642,1,1,3754-DXMRT,1,Yes,Male,1,No,No,2,Yes,No,No,No,No,No,No,No,1,Yes,44.15,92.65,Yes,DSL,Electronic check
2643,3,2,3755-JBMNH,1,Yes,Male,1,Yes,No,16,Yes,No,No,No,No,No,No,No,1,Yes,71.8,1167.8,Yes,Fiber optic,Bank transfer (automatic)
2644,1,2,3756-VNWDH,2,Yes,Male,1,Yes,No,65,Yes,Yes,Yes,No,No,No,Yes,Yes,2,Yes,100.75,6674.65,No,Fiber optic,Electronic check
2645,3,2,3757-NJYBX,1,No,Male,1,Yes,No,32,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,No,106.35,3520.75,Yes,Fiber optic,Bank transfer (automatic)
2646,4,2,3758-CKOQL,2,Yes,Female,0,Yes,No,59,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,2,Yes,107.0,6152.3,No,Fiber optic,Credit card (automatic)
2647,3,2,3761-FLYZI,1,Yes,Female,1,Yes,No,65,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,Yes,108.8,7082.45,No,Fiber optic,Bank transfer (automatic)
2648,1,2,3763-GCZHZ,2,Yes,Male,0,Yes,No,66,Yes,Yes,No,Yes,No,Yes,Yes,Yes,2,Yes,104.05,6890,Yes,Fiber optic,Electronic check
2649,4,3,3764-MNMOI,3,No,Male,0,No,No,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,19.2,908.15,No,None,Credit card (automatic)
2650,1,2,3765-JXVKY,1,Yes,Female,0,No,No,1,Yes,No,No,Yes,No,No,No,No,1,Yes,74.7,74.7,Yes,Fiber optic,Electronic check
2651,3,2,3766-EJLFL,3,Yes,Female,0,Yes,Yes,68,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3,Yes,109.05,7508.55,No,Fiber optic,Bank transfer (automatic)
2652,1,2,3768-NLUBH,1,No,Male,1,Yes,No,57,Yes,Yes,No,No,Yes,No,Yes,Yes,1,No,100.6,5746.15,Yes,Fiber optic,Electronic check
2653,4,3,3768-VHXQO,3,No,Male,0,Yes,No,67,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,24.85,1583.5,No,None,Credit card (automatic)
2654,2,3,3769-MHZNV,3,No,Female,0,Yes,Yes,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,20.1,670.35,No,None,Mailed check
2655,4,2,3771-PZOBW,1,Yes,Male,0,No,No,20,Yes,Yes,No,No,Yes,No,Yes,No,1,Yes,90.7,1781.35,No,Fiber optic,Credit card (automatic)
2656,2,3,3774-VBNXY,3,No,Female,0,Yes,Yes,64,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,20.2,1277.75,No,None,Mailed check
2657,1,1,3776-EKTKM,1,Yes,Female,1,No,No,1,No,No phone service,No,No,No,No,Yes,No,1,Yes,36.45,36.45,Yes,DSL,Electronic check
2658,4,3,3777-XROBG,3,No,Female,0,Yes,Yes,58,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,19.55,1079.65,No,None,Credit card (automatic)
2659,2,3,3778-FOAQW,2,No,Female,0,Yes,No,24,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,20.15,456.85,No,None,Mailed check
2660,4,1,3779-OSWCF,3,No,Female,0,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,No,93.2,6506.15,No,DSL,Credit card (automatic)
2661,1,1,3780-DDGSE,1,Yes,Male,1,Yes,Yes,35,Yes,No,No,Yes,No,Yes,Yes,Yes,1,Yes,76.05,2747.2,No,DSL,Electronic check
2662,1,1,3780-YVMFA,1,Yes,Female,0,Yes,Yes,8,Yes,No,No,No,No,Yes,Yes,Yes,1,Yes,68.55,564.35,No,DSL,Electronic check
2663,2,3,3785-KTYSH,3,No,Male,0,No,No,53,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,24.6,1279,No,None,Mailed check
2664,2,3,3785-NRHYR,1,No,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.65,19.65,No,None,Mailed check
2665,3,2,3786-WOVKF,2,Yes,Female,1,Yes,No,72,Yes,Yes,Yes,Yes,No,No,Yes,Yes,2,Yes,106.85,7677.4,No,Fiber optic,Bank transfer (automatic)
2666,1,1,3787-TRIAL,1,Yes,Male,0,Yes,Yes,21,No,No phone service,No,No,No,No,No,No,1,Yes,26.05,565.75,No,DSL,Electronic check
2667,3,2,3791-LGQCY,1,Yes,Female,1,Yes,No,56,Yes,Yes,No,No,Yes,No,Yes,Yes,1,Yes,100.65,5688.05,Yes,Fiber optic,Bank transfer (automatic)
2668,1,2,3793-MMFUH,1,Yes,Female,1,No,No,13,Yes,Yes,No,No,No,No,Yes,Yes,1,Yes,95.05,1290,Yes,Fiber optic,Electronic check
2669,2,1,3794-NFNCH,1,Yes,Male,0,Yes,No,30,Yes,No,No,No,Yes,No,No,No,1,Yes,50.0,1474.9,No,DSL,Mailed check
2670,4,2,3795-CAWEX,3,Yes,Male,0,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,116.55,8152.3,No,Fiber optic,Credit card (automatic)
2671,4,1,3795-GWTRD,3,No,Female,0,Yes,Yes,63,Yes,No,Yes,Yes,Yes,Yes,Yes,No,3,No,75.55,4707.85,No,DSL,Credit card (automatic)
2672,2,1,3796-ENZGF,3,No,Male,0,Yes,No,63,Yes,Yes,No,Yes,No,Yes,No,Yes,3,No,67.25,4234.15,No,DSL,Mailed check
2673,1,2,3797-FKOGQ,1,No,Male,0,No,Yes,11,Yes,Yes,No,No,No,No,No,Yes,1,No,86.2,893.2,No,Fiber optic,Electronic check
2674,1,1,3797-VTIDR,1,Yes,Male,0,Yes,No,1,No,No phone service,No,No,No,No,No,No,1,Yes,23.45,23.45,Yes,DSL,Electronic check
2675,1,1,3798-EPWRR,1,No,Female,1,No,No,2,Yes,No,No,No,No,No,No,No,1,No,43.95,85.1,No,DSL,Electronic check
2676,3,2,3799-ISUZQ,1,Yes,Male,0,Yes,Yes,7,Yes,No,No,No,No,No,No,No,1,Yes,69.95,529.5,Yes,Fiber optic,Bank transfer (automatic)
2677,2,1,3800-LYTRK,2,No,Female,0,No,No,14,Yes,No,Yes,No,No,Yes,No,No,2,No,55.7,795.15,No,DSL,Mailed check
2678,2,2,3801-HMYNL,1,No,Male,0,Yes,Yes,1,Yes,No,No,No,No,No,Yes,Yes,1,No,89.15,89.15,Yes,Fiber optic,Mailed check
2679,2,3,3803-KMQFW,1,No,Female,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.55,20.55,Yes,None,Mailed check
2680,3,2,3804-RVTGV,1,Yes,Male,0,Yes,Yes,50,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,Yes,103.85,5017.9,Yes,Fiber optic,Bank transfer (automatic)
2681,1,1,3806-DXQOM,1,Yes,Female,0,No,No,4,No,No phone service,Yes,Yes,No,No,No,No,1,Yes,33.65,137.85,Yes,DSL,Electronic check
2682,2,3,3806-YAZOV,1,No,Female,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,18.8,56,No,None,Mailed check
2683,1,2,3807-BPOMJ,2,Yes,Female,0,Yes,No,55,Yes,No,Yes,No,No,No,Yes,Yes,2,Yes,94.75,5276.1,No,Fiber optic,Electronic check
2684,1,3,3807-XHCJH,1,No,Female,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,20.0,20,No,None,Electronic check
2685,1,1,3808-HFKDE,1,Yes,Female,0,No,No,20,Yes,No,No,No,No,No,No,No,1,Yes,44.35,927.15,No,DSL,Electronic check
2686,3,2,3810-DVDQQ,3,Yes,Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,117.6,8308.9,No,Fiber optic,Bank transfer (automatic)
2687,2,3,3810-PJUHR,3,No,Male,0,Yes,Yes,70,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,25.35,1715.15,No,None,Mailed check
2688,1,2,3811-VBYBZ,1,Yes,Male,0,No,No,7,Yes,Yes,No,Yes,No,No,Yes,Yes,1,Yes,99.8,673.25,Yes,Fiber optic,Electronic check
2689,1,3,3812-LRZIR,3,No,Female,0,Yes,Yes,27,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,24.5,761.95,No,None,Electronic check
2690,3,1,3813-DHBBB,3,Yes,Male,0,Yes,No,67,No,No phone service,Yes,Yes,No,Yes,No,Yes,3,Yes,50.95,3521.7,No,DSL,Bank transfer (automatic)
2691,4,2,3814-MLAXC,1,Yes,Female,0,No,No,31,Yes,Yes,No,No,No,Yes,No,No,1,Yes,79.85,2404.15,Yes,Fiber optic,Credit card (automatic)
2692,2,1,3815-SLMEF,1,No,Female,0,No,No,3,No,No phone service,Yes,No,No,Yes,No,No,1,No,34.25,139.35,Yes,DSL,Mailed check
2693,4,3,3823-KYNQY,2,No,Male,0,No,No,12,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,24.95,280.4,No,None,Credit card (automatic)
2694,4,3,3824-RHKVR,1,No,Female,0,No,No,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,19.7,340.35,No,None,Credit card (automatic)
2695,4,2,3831-YCPUO,3,Yes,Female,0,Yes,Yes,72,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,109.5,7854.9,No,Fiber optic,Credit card (automatic)
2696,2,2,3834-XUIFC,1,Yes,Male,0,No,No,7,Yes,Yes,No,No,No,No,No,Yes,1,Yes,85.2,602.55,Yes,Fiber optic,Mailed check
2697,3,3,3836-FZSDJ,3,No,Male,1,Yes,No,71,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,3,No,24.85,1901,No,None,Bank transfer (automatic)
2698,4,2,3838-OZURD,1,Yes,Male,0,Yes,No,66,Yes,Yes,No,Yes,Yes,No,Yes,Yes,1,Yes,105.0,7133.25,Yes,Fiber optic,Credit card (automatic)
2699,1,1,3841-CONLJ,1,No,Female,0,Yes,No,1,No,No phone service,No,No,No,No,No,Yes,1,No,35.0,35,No,DSL,Electronic check
2700,4,2,3841-NFECX,3,Yes,Female,1,Yes,No,71,Yes,Yes,Yes,Yes,Yes,Yes,No,No,3,Yes,96.35,6766.95,No,Fiber optic,Credit card (automatic)
2701,4,2,3842-IYKUE,1,No,Female,0,No,No,35,Yes,Yes,No,Yes,No,Yes,No,No,1,No,85.3,2917.5,Yes,Fiber optic,Credit card (automatic)
2702,3,2,3842-QTGDL,1,No,Male,0,Yes,No,16,Yes,No,Yes,Yes,No,No,No,No,1,No,80.75,1321.3,No,Fiber optic,Bank transfer (automatic)
2703,1,3,3845-FXCYS,1,Yes,Male,0,No,No,2,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,19.65,31.2,No,None,Electronic check
2704,4,1,3845-JHAMY,1,Yes,Female,0,Yes,Yes,16,No,No phone service,No,No,No,No,No,Yes,1,Yes,35.5,552.7,No,DSL,Credit card (automatic)
2705,2,3,3847-BAERP,1,Yes,Female,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,20.9,247,No,None,Mailed check
2706,1,1,3850-OKINF,2,Yes,Male,0,Yes,Yes,71,Yes,Yes,Yes,No,No,No,Yes,No,2,Yes,66.2,4692.55,No,DSL,Electronic check
2707,3,2,3853-LYGAM,1,Yes,Male,0,No,No,17,Yes,Yes,No,No,Yes,Yes,No,Yes,1,Yes,95.65,1640,No,Fiber optic,Bank transfer (automatic)
